Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","1073.39","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","1188.27","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","1109.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","1140.37","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","1222.83","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","1341.63","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","1081.95","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","1081.05","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2006","2006","6199","Value","3023","Labour force survey","1000 No","1027.8","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2007","2007","6199","Value","3023","Labour force survey","1000 No","964.14","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2008","2008","6199","Value","3023","Labour force survey","1000 No","962.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2009","2009","6199","Value","3023","Labour force survey","1000 No","948.38","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","974.41","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","928.77","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","1022.27","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","960.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","993.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","1065.01","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","1148.2","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","971.89","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","964.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","134.96","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","140.97","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","144.05","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","148.53","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","138.66","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","144.62","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","165.99","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","148.8","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","147.25","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","157.86","X","Figure from international organizations","Nonstandard age group: Including ages 65-70 Criteria used to define rural/urban areas: Definition based on administrative area | Break in series: Other or unspecified type of break Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","193.42","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","110.06","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","116.94","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2006","2006","6199","Value","3023","Labour force survey","1000 No","30058.14","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2007","2007","6199","Value","3023","Labour force survey","1000 No","30970.08","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2008","2008","6199","Value","3023","Labour force survey","1000 No","32113","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2009","2009","6199","Value","3023","Labour force survey","1000 No","33216.23","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","34167.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","35667","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","37037.59","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","37154.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","37956.41","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","39096.14","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","39241.32","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","41648.85","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2006","2006","6199","Value","3023","Labour force survey","1000 No","23320.72","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2007","2007","6199","Value","3023","Labour force survey","1000 No","23733.6","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2008","2008","6199","Value","3023","Labour force survey","1000 No","24283.46","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2009","2009","6199","Value","3023","Labour force survey","1000 No","24954.58","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","25293.25","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","26190.49","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","27229.06","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","26738","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","27325.63","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","28763.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","28145.74","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","30069.22","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","6737.41","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","7236.48","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","7829.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","8261.65","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","8874.3","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","9476.51","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","9808.54","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","10416.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","10630.77","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","10332.6","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","11095.58","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21098","Employment by status of employment, total, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","11579.63","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2006","2006","6199","Value","3023","Labour force survey","1000 No","9127.07","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2007","2007","6199","Value","3023","Labour force survey","1000 No","9432.53","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2008","2008","6199","Value","3023","Labour force survey","1000 No","9332.03","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2009","2009","6199","Value","3023","Labour force survey","1000 No","9521.68","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","9669.99","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","10454.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","11886.69","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","11795.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","12018.39","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","13595.18","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","12550.57","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","14615.79","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2006","2006","6199","Value","3023","Labour force survey","1000 No","7878.27","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2007","2007","6199","Value","3023","Labour force survey","1000 No","8140.74","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2008","2008","6199","Value","3023","Labour force survey","1000 No","8013.26","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2009","2009","6199","Value","3023","Labour force survey","1000 No","8272.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","8434.57","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","9046","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","10063.44","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","9706.86","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","9961.52","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","11479.81","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","10879.23","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","12534.42","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2006","2006","6199","Value","3023","Labour force survey","1000 No","1248.8","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2007","2007","6199","Value","3023","Labour force survey","1000 No","1291.8","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2008","2008","6199","Value","3023","Labour force survey","1000 No","1318.77","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2009","2009","6199","Value","3023","Labour force survey","1000 No","1248.92","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","1235.42","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","1408.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","1823.25","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","2089.04","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","2056.87","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","2115.37","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","1671.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21108","Employment by status of employment, employees, rural areas","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","2081.38","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2006","2006","6199","Value","3023","Labour force survey","1000 No","20931.07","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2007","2007","6199","Value","3023","Labour force survey","1000 No","21537.55","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2008","2008","6199","Value","3023","Labour force survey","1000 No","22780.97","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2009","2009","6199","Value","3023","Labour force survey","1000 No","23629.08","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","24416.35","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","25173.19","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","25112.03","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","586","Pakistan","21109","Employment by status of employment, self-employed, rural areas","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","25349.1","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
